huc10,areasqkm,sum,majority,range,mean,std,min,percentile_10,percentile_25,median,percentile_75,percentile_90,max
0507020303,580.98,34657444.0,-11.628957748413086,30.82584285736084,5.274058044787147,1.9160402853352336,-11.741366386413574,3.4306508541107177,4.455665588378906,5.385828495025635,6.130088806152344,6.998565578460694,19.084476470947266
0509010110,466.16,22481050.0,4.3285112380981445,30.185253143310547,4.277586815449206,2.2205239216830512,-11.846822738647461,2.1133905410766602,3.3307645320892334,4.451003551483154,5.333189010620117,6.237400531768799,18.338430404663086
0510010111,834.17,39772384.0,4.0918498039245605,32.85844421386719,4.225973270328986,1.7322483552076038,-11.76150894165039,2.2063846588134766,3.2184765338897705,4.273929595947266,5.099322438240051,5.835091590881348,21.096935272216797
0510010113,485.27,20985044.0,4.04792594909668,33.636441230773926,3.834928643247671,2.087352048519663,-12.002522468566895,1.5731327056884765,2.7121663093566895,3.871000289916992,4.931925654411316,5.851906919479371,21.63391876220703
0509020302,293.77,9546624.0,-11.949543952941895,34.18684387207031,2.8873979337067004,3.252032808546671,-11.960567474365234,0.2821408450603487,1.842809796333313,3.253920078277588,4.592944860458374,5.826940727233887,22.226276397705078
0601020604,1018.64,49527732.0,3.0866310596466064,32.457550048828125,4.3157533342965,2.5969479675843834,-11.200788497924805,2.204459619522095,3.3537275195121765,4.514703750610352,5.586923718452454,6.569243812561037,21.25676155090332
0601020603,683.12,35213576.0,3.9669437408447266,31.7703800201416,4.570465435357844,1.8567858305918248,-11.055610656738281,2.451670074462891,3.4165561199188232,4.510863304138184,5.530294418334961,6.526307106018066,20.71476936340332
0601020601,397.42,21712806.0,4.861939430236816,29.194690704345703,4.841727847553671,1.9510703904534352,-10.583444595336914,2.5438342094421387,3.716333746910095,4.866745471954346,5.828086972236633,6.916764974594116,18.61124610900879
0510020507,895.65,36225888.0,4.177335262298584,34.85761260986328,3.587021331287486,2.0317568682186007,-11.930290222167969,1.3557193875312805,2.3726067543029785,3.540461540222168,4.634956955909729,5.779093027114868,22.927322387695312
0511000304,329.4,11506882.0,4.019700527191162,29.98025894165039,3.0998375040273785,2.271439475388228,-12.152315139770508,0.693787056207657,2.0169714093208313,3.218380928039551,4.241274356842041,5.290680027008055,17.827943801879883
0511000602,565.63,22561404.0,4.103119850158691,31.181365966796875,3.5411101066033828,2.0640640997964224,-12.126791000366211,1.1707237839698792,2.3817893266677856,3.5483670234680176,4.643314003944397,5.664917945861816,19.054574966430664
0507020103,973.4,59826168.0,5.275248050689697,29.672943115234375,5.442344883008471,1.684454899008461,-10.893217086791992,3.6060763835906986,4.614212512969971,5.502614498138428,6.208528518676758,7.0284775733947775,18.779726028442383
0509020308,572.18,20918994.0,-11.950165748596191,29.39096164703369,3.2474488758349933,2.926696192503965,-11.967671394348145,0.8714554548263551,2.2617406845092773,3.548198699951172,4.701636791229248,5.720864820480347,17.423290252685547
0511000106,682.05,29265352.0,4.459775447845459,31.69436550140381,3.8079048629866863,1.9371310208508885,-11.86705493927002,1.5656133890151978,2.677596092224121,3.862823724746704,4.839829921722412,5.721107482910156,19.82731056213379
0511000402,380.07,15086731.0,-11.927361488342285,29.8151798248291,3.523592750709834,2.1034970642920534,-11.928991317749023,1.3712910413742065,2.383488893508911,3.469635009765625,4.616468906402588,5.697440147399902,17.886188507080078
0510020107,610.08,34352060.0,4.984488010406494,33.45154857635498,4.985574629576603,1.6581872448005366,-11.6058988571167,3.1167774200439453,4.083096742630005,5.017737865447998,5.757457971572876,6.482287406921387,21.84564971923828
0604000605,391.68,4757576.0,-12.273621559143066,32.21058368682861,1.076851447575318,4.331644269386069,-12.451958656311035,-6.831034183502197,0.3656940907239914,2.179612159729004,3.5889534950256348,4.614438819885255,19.758625030517578
0511000601,214.38,7931037.0,4.591436862945557,28.615665435791016,3.2812879336381124,2.134090435680829,-12.101715087890625,0.808148330450058,2.0890021324157715,3.302598476409912,4.436020255088806,5.52955493927002,16.51395034790039
0509020101,655.48,36433344.0,5.250213623046875,30.423760414123535,4.922535482440537,1.6925914163162818,-11.809439659118652,2.9542777061462404,4.004711627960205,5.037380218505859,5.765063285827637,6.407376956939697,18.614320755004883
0511000401,555.11,21921258.0,4.0462470054626465,30.35352897644043,3.5056260309779126,1.9241096468496397,-11.679634094238281,1.3226765632629394,2.301769256591797,3.385087490081787,4.508764266967773,5.641762065887453,18.67389488220215
0511000101,1015.14,44059400.0,4.52123498916626,30.282678604125977,3.8516552289772905,2.3618428418579875,-11.519916534423828,1.2438611149787904,2.677528738975525,4.110847473144531,5.212448358535767,5.983884286880493,18.76276206970215
0507020305,551.91,31571134.0,4.70710563659668,31.266453742980957,5.058378188710624,1.7271189757150585,-11.177931785583496,3.187331295013428,4.17414665222168,5.121984481811523,5.853116989135742,6.6823645591735845,20.08852195739746
0507020301,621.96,38098736.0,5.595005512237549,29.814800262451172,5.421019598134026,1.6763123823246018,-11.051578521728516,3.6095962524414062,4.566953659057617,5.435495853424072,6.175914287567139,7.120695781707768,18.763221740722656
0507020304,437.26,24722278.0,5.1483283042907715,30.64727783203125,5.001671723513966,1.7976324844368632,-11.532188415527344,3.2690642356872557,4.187185287475586,5.067604064941406,5.760129928588867,6.588253784179687,19.115089416503906
0507020401,269.16,14453676.0,5.354905605316162,29.227723121643066,4.749486725849827,1.6609517178814739,-10.874836921691895,2.915670323371887,3.831715762615204,4.789484977722168,5.513522267341614,6.332016038894654,18.352886199951172
0507020403,248.25,13174309.0,4.9195051193237305,31.455060958862305,4.689536072877967,2.060355335847539,-11.660737991333008,2.887103796005249,3.829033851623535,4.798528671264648,5.566583633422852,6.3899332046508786,19.794322967529297
0507020202,418.12,25603026.0,-11.500041961669922,30.096396446228027,5.4167692240316185,1.8256076183899204,-11.500943183898926,3.6439812183380127,4.602001190185547,5.469784259796143,6.188252925872803,7.123193550109862,18.5954532623291
0507020404,377.31,19664718.0,5.435410499572754,32.934990882873535,4.615613083790128,1.898421290967512,-11.846888542175293,2.6595516204833984,3.6760863661766052,4.705368518829346,5.506632924079895,6.360132646560669,21.088102340698242
0510010112,750.72,36234996.0,4.782578468322754,32.64949893951416,4.280164086165081,1.7903025055371455,-12.03572940826416,2.3369991779327393,3.3173031210899353,4.356700897216797,5.106544137001038,5.792313098907471,20.61376953125
0510010109,249.93,10121647.0,4.979515075683594,29.9676456451416,3.5850361845554004,1.971083632890988,-11.57056999206543,1.3622488617897033,2.440413773059845,3.649759292602539,4.652682900428772,5.565525150299073,18.397075653076172
0510010204,635.97,25624064.0,4.321590900421143,31.732711791992188,3.5732443538585197,1.8638291061673233,-11.62881088256836,1.4698362588882448,2.4709300994873047,3.6133980751037598,4.55693244934082,5.3658427715301515,20.103900909423828
0510010205,357.4,16475306.0,4.1760783195495605,31.840518951416016,4.086651272865908,1.809855071301846,-11.833683013916016,2.0620455741882324,3.1177685260772705,4.174717903137207,4.9601640701293945,5.656502437591553,20.0068359375
0510020101,485.15,28752962.0,4.639876842498779,29.589966773986816,5.244474398201558,1.792528797742316,-10.778948783874512,3.3396104335784913,4.246153831481934,5.267687797546387,6.075461387634277,7.040217781066895,18.811017990112305
0510020102,221.32,12945308.0,5.349320411682129,29.538506507873535,5.171720609884963,2.024304985238921,-11.15837574005127,3.2522176265716554,4.294768571853638,5.290271282196045,6.090684652328491,7.045426273345948,18.380130767822266
